"","text"
"739","tuckered out the shoeshine boy 
by  john george brown 
american painterbritish citizen
oil on c "
"740","  those who make up the concept of kemalism from the ass are the british tell the english that h "
"741","  the british ambassador to ukraine melinda simmons honoured the soviet famine victims by laying flowers at the sculptu"
"742","  my son just now on his way out the door to work
hey dad 
yeah
why are the pyramids located in egypt
i don"
"743","  memento mori ring made in flanders belgium or france c  the book opens to reveal an inscription and a fi"
"744","  yesterday while walking into the british museum

do you want to make a donation

no we have already donated half"
"745","  yesterday while walking into the british museum

do you want to make a donation

no we have already donated half"
"746","  an original reliant regal as used on only fools and horses on display at the british motor museum gaydon warwickshire"
"747","who can he be a new feature length film on the shroud of turin with a m challenge to british museum is now s "
"748","   dated gothic crown of queen victoria struck in gold its widely considered one of the most beautiful british coins"
"749","  the rosetta stone part of grey and pink granodiorite stela bearing priestly decree concerning ptolemy v in three block"
"750","   dated gothic crown of queen victoria struck in gold its widely considered one of the most beautiful british coins"
"751","  an original reliant regal as used on only fools and horses on display at the british motor museum gaydon warwickshire"
"752","  its worldolivetreeday today 

olive trees have played their crucial part in the mediterranean diet for millennia

a"
"753","  the british ambassador to ukraine melinda simmons honoured the soviet famine victims by laying flowers at the sculptu"
"754","  assyrian basrelief depicting the conquest of the jewish fortified city of lakhisha siege of lachish by the assyrian army in"
"755","historywritersday  years ago in a shop near the british museum i picked up a book about crime in renaissance f "
"756","  the rosetta stone part of grey and pink granodiorite stela bearing priestly decree concerning ptolemy v in three block"
"757","squats ready to undertake the inspection of cattle two horizontal registers of hieroglyphs survive above th dyn "
"758"," you can visit the british museum"
"759"," dated gothic crown of queen victoria struck in gold its widely considered one of the most beautiful british "
"760","  yesterday while walking into the british museum

do you want to make a donation

no we have already donated half"
"761","the rosetta stone part of grey and pink granodiorite stela bearing priestly decree concerning ptolemy v in three b "
"762","  the arrival of charles ii at gravesend to receive mary of modena otd  nov  view looking down the thames with the"
"763","  yesterday while walking into the british museum

do you want to make a donation

no we have already donated half"
"764","  the british ambassador to ukraine melinda simmons honoured the soviet famine victims by laying flowers at the sculptu"
"765"," in the pichrocoline wars among anglosaxon intellectuals ideological oneupmanship fuels individual care "
"766","  the british museum after dark "
"767"," apparently the spanish ju in british airways livery at cosford is currently being moved to the b "
"768","  onthisday   november  in ad  agrippina the younger was born greatgranddaughter of augustus and mother of emperor nero"
"769","  as its the anniversary of her birth heres a sublime little chalcedony portrait bust identified as agrippina the younger ca"
"770","  its worldolivetreeday today 

olive trees have played their crucial part in the mediterranean diet for millennia

a"
"771","  its worldolivetreeday today 

olive trees have played their crucial part in the mediterranean diet for millennia

a"
"772","  its worldolivetreeday today 

olive trees have played their crucial part in the mediterranean diet for millennia

a"
"773","  the arrival of charles ii at gravesend to receive mary of modena otd  nov  view looking down the thames with the"
"774","  the british ambassador to ukraine melinda simmons honoured the soviet famine victims by laying flowers at the sculptu"
"775","  greekattic blackfigure amphora  bc depicting hercules bringing the erymanthian boar to eurystheus

british"
"776","  iki yılan tarafından çevrelenmiş kedi başlı altın yüzük ms  aralığına tarihlenen eser meksikada bulundu gün"
"777","  far smaller than expected when i saw it at the british museum"
"778"," the british museum i love it there"
"779","  the arrival of charles ii at gravesend to receive mary of modena otd  nov  view looking down the thames with the"
"780","  the british ambassador to ukraine melinda simmons honoured the soviet famine victims by laying flowers at the sculptu"
"781","  yesterday while walking into the british museum

do you want to make a donation

no we have already donated half"
"782","  yesterday while walking into the british museum

do you want to make a donation

no we have already donated half"
"783","  the british ambassador to ukraine melinda simmons honoured the soviet famine victims by laying flowers at the sculptu"
"784"," egyptian artefacts are so cool the stuff at the british museum is mind blowingeverything from hug "
"785","  british museum natural history museum and university museums are repatriating remains to new zealand and africa

nobod"
"786","  the idea behind this behaviour in british museums pittrivers is another is that academics should have the power to decide"
"787","british museum natural history museum and university museums are repatriating remains to new zealand and africa "
"788","  the british ambassador to ukraine melinda simmons honoured the soviet famine victims by laying flowers at the sculptu"
"789"," how to get permabanned from the british museum"
"790","  an original reliant regal as used on only fools and horses on display at the british motor museum gaydon warwickshire"
"791","  zimbabwe govt has asked the natural history museum for their ancestors government will spare no effort to ensure the re"
"792","zimbabwe govt has asked the natural history museum for their ancestors government will spare no effort to ensure "
"793","  i am chilean and i swear it was just the spanish conquistadores that looted my land "
"794","  my son just now on his way out the door to work
hey dad 
yeah
why are the pyramids located in egypt
i don"
"795","  the british ambassador to ukraine melinda simmons honoured the soviet famine victims by laying flowers at the sculptu"
"796","  the british ambassador to ukraine melinda simmons honoured the soviet famine victims by laying flowers at the sculptu"
"797","i was like sir what are you on about
try king williams landisland dad th century naval polar explorers are "
"798","  my son just now on his way out the door to work
hey dad 
yeah
why are the pyramids located in egypt
i don"
"799","  the rosetta stone key to the decipherment of egyptian hieroglyphs  bc egypt british museum
"
"800","  the british ambassador to ukraine melinda simmons honoured the soviet famine victims by laying flowers at the sculptu"
"801","  the arrival of charles ii at gravesend to receive mary of modena otd  nov  view looking down the thames with the"
"802","  the british ambassador to ukraine melinda simmons honoured the soviet famine victims by laying flowers at the sculptu"
"803","  an original reliant regal as used on only fools and horses on display at the british motor museum gaydon warwickshire"
"804","  greekattic blackfigure amphora  bc depicting hercules bringing the erymanthian boar to eurystheus

british"
"805","  the british museum after dark "
"806","  the arrival of charles ii at gravesend to receive mary of modena otd  nov  view looking down the thames with the"
"807","  when i began to look into dealers who smuggled amp sold cuneiform tablets to the british museum from iraq in th c i found"
"808","  the arrival of charles ii at gravesend to receive mary of modena otd  nov  view looking down the thames with the"
"809","  the arrival of charles ii at gravesend to receive mary of modena otd  nov  view looking down the thames with the"
"810","  the british ambassador to ukraine melinda simmons honoured the soviet famine victims by laying flowers at the sculptu"
"811","the arrival of charles ii at gravesend to receive mary of modena otd  nov  view looking down the thames wi "
"812","  the british ambassador to ukraine melinda simmons honoured the soviet famine victims by laying flowers at the sculptu"
"813","  the quran and ivory casket were said to have been owned by bahadur shah zafar the last mughal emperor 
bahadurshahzaf"
"814"," did they relieve the props from their rightful owners like a true british museum"
"815","  the idea behind this behaviour in british museums pittrivers is another is that academics should have the power to decide"
"816","  the british ambassador to ukraine melinda simmons honoured the soviet famine victims by laying flowers at the sculptu"
"817","  the british ambassador to ukraine melinda simmons honoured the soviet famine victims by laying flowers at the sculptu"
"818","einstein on the beach de rafa ferreira performance british museum"
"819","  my son just now on his way out the door to work
hey dad 
yeah
why are the pyramids located in egypt
i don"
"820","the british ambassador to ukraine melinda simmons honoured the soviet famine victims by laying flowers at the scu "
"821","  memento mori ring made in flanders belgium or france c  the book opens to reveal an inscription and a fi"
"822","  the british museum after dark "
"823","  the taliban led by the pashtuns destroyed the bamiyan buddha an ancient artefact belonging to the hazaras now the british"
"824","  yesterday while walking into the british museum

do you want to make a donation

no we have already donated half"
"825","the british museum has an old timey sort of museum within it  archiveday"
"826","  an original reliant regal as used on only fools and horses on display at the british motor museum gaydon warwickshire"
"827","  greekattic blackfigure amphora  bc depicting hercules bringing the erymanthian boar to eurystheus

british"
"828","egyptian archaeologists and egyptologists are calling for the return of the rosetta stone which they say was illeg "
"829","  fisherman assyrian  bc nineveh southwest palace iraq palace iraq  now at the british museum london f"
"830","  an original reliant regal as used on only fools and horses on display at the british motor museum gaydon warwickshire"
"831","the metropolitan museum of art in new york city currently has an exhibit titled the tudors art and majesty in rena "
"832","  an original reliant regal as used on only fools and horses on display at the british motor museum gaydon warwickshire"
"833","an original reliant regal as used on only fools and horses on display at the british motor museum gaydon warwicks "
"834","  my son just now on his way out the door to work
hey dad 
yeah
why are the pyramids located in egypt
i don"
"835","   actually i quite like that name change
british museum of barbaric monstro "
"836","  fisherman assyrian  bc nineveh southwest palace iraq palace iraq  now at the british museum london f"
"837","fisherman assyrian  bc nineveh southwest palace iraq palace iraq  now at the british museum london "
"838","  memento mori ring made in flanders belgium or france c  the book opens to reveal an inscription and a fi"
"839","  greekattic blackfigure amphora  bc depicting hercules bringing the erymanthian boar to eurystheus

british"
"840","  finger ring with feline head in relief flanked by two snakes culture mixtec date ca  ad place of origin"
"841","  once upon a time the british museum produced gorgeous artefact postcard sets like this that came in an envelope folde"
"842","  yesterday while walking into the british museum

do you want to make a donation

no we have already donated half"
"843","  going to the british museum and singing mike wazowskis put that thing back where it came from or so help me"
"844","  uk museums agreed to return skulls of anticolonial heroes taken from zimbabwe as trophies  if they can be found

zimbabwe"
"845","  memento mori ring made in flanders belgium or france c  the book opens to reveal an inscription and a fi"
"846","plus tiger travails bedlam in the nickel markets and stonehenge at the british museum"
"847","  gower bloomsbury is our serviced studio of the day  being just a short walk to the british museum and kings cross  s"
"848","  the british museum

me slapping down a wad of notes at the front desk

receptionist erm whats this f

me i wa"
"849"," cut him down the middle and we both keep a piece to be displayed in the smithsonian and british museum"
"850","cutting edge japanese swords in the british museum yyuftro

"
"851","  finger ring with feline head in relief flanked by two snakes culture mixtec date ca  ad place of origin"
"852","  why are the pyramids in egypt

because theyre too heavy to carry to a british museum"
"853","the idea behind this behaviour in british museums pittrivers is another is that academics should have the power "
"854","paleoilustraciones
ptycholepis catalogue of the fossil fishes in the british museum natural history london  "
"855"," once in the preinternet age i drove many hours out of the way in searing heat to visit the ruin "
"856","  iki yılan tarafından çevrelenmiş kedi başlı altın yüzük ms  aralığına tarihlenen eser meksikada bulundu gün"
"857","  yesterday while walking into the british museum

do you want to make a donation

no we have already donated half"
"858","   dated ducat of king james v father of mary queen of scots its the st coin struck in the british isles to feature a"
"859","they closed room a at the national gallery which was one of the best rooms the british museum routinely closes ga "
"860","  the british museum

me slapping down a wad of notes at the front desk

receptionist erm whats this f

me i wa"
"861","  the british museum

me slapping down a wad of notes at the front desk

receptionist erm whats this f

me i wa"
"862","  the british museum

me slapping down a wad of notes at the front desk

receptionist erm whats this f

me i wa"
"863","  the british museum

me slapping down a wad of notes at the front desk

receptionist erm whats this f

me i wa"
"864","  memento mori ring made in flanders belgium or france c  the book opens to reveal an inscription and a fi"
"865","  the british museum

me slapping down a wad of notes at the front desk

receptionist erm whats this f

me i wa"
"866","the british museum

me slapping down a wad of notes at the front desk

receptionist erm whats this f

me i want to unwrap a mummy"
"867"," what you should do is transfer it to the british museum so millions more can see it"
"868","  going to the british museum and singing mike wazowskis put that thing back where it came from or so help me"
"869","  yesterday while walking into the british museum

do you want to make a donation

no we have already donated half"
"870","  going to the british museum and singing mike wazowskis put that thing back where it came from or so help me"
"871"," would that be the same war of  where they retreated so fast that our supply lines broke and we burned "
"872"," would that be the same war of  where they retreated so fast that our supply lines broke and we burned "
"873","   a foggy day in london town was gershwins take on our air quality t "
"874","the british museum should have a charter of some sort imposed on it or it will go this way before long i can imagi "
"875","memento mori ring made in flanders belgium or france c the book opens to reveal an inscription and a "
"876","  iki yılan tarafından çevrelenmiş kedi başlı altın yüzük ms  aralığına tarihlenen eser meksikada bulundu gün"
"877","lionofchaeronea aeneas and ascanius arrive in latium and encounter the sow that will tell them where to found thei "
"878","gower bloomsbury is our serviced studio of the day  being just a short walk to the british museum and kings cross "
"879"," screaming 
so long kids
give my regards to the british museum

se  simpsons bible stories simpsons "
"880","iki yılan tarafından çevrelenmiş kedi başlı altın yüzük ms  aralığına tarihlenen eser meksikada bulundu "
"881"," bc  this footprint captures the moment over  years ago when someone stepped barefoot on a mud brick le "
"882","  attic redfigure calyxkrater c  bc depicting the creation of pandora 

she can be seen in the top frieze wit"
"883","  yesterday while walking into the british museum

do you want to make a donation

no we have already donated half"
"884","  greekattic blackfigure amphora  bc depicting hercules bringing the erymanthian boar to eurystheus

british"
"885","  yesterday while walking into the british museum

do you want to make a donation

no we have already donated half"
"886","its worldolivetreeday today 

olive trees have played their crucial part in the mediterranean diet for millennia "
"887","  i believe that the british museum shouldnt keep the benin bronzes 

they should burn those heathen idols"
"888","i got up very early to go to the british museum and the shopping is only now over i really cant finish it i rea "
"889","  why are the pyramids in egypt

because theyre too heavy to carry to a british museum"
"890","  why are the pyramids in egypt

because theyre too heavy to carry to a british museum"
"891"," there are some great nonfiction books by  and   have partnered "
"892"," if youre in london theres a temporary exhibition of hokusai in the british museum "
"893","  finger ring with feline head in relief flanked by two snakes culture mixtec date ca  ad place of origin"
"894","  yesterday while walking into the british museum

do you want to make a donation

no we have already donated half"
"895","if the british museum is forced to hand back the elgin marbles 

will england be forced to give back stonehenge to the welsh"
"896"," im jet lagged and havent slept in over  hours so probably sleep the rest of the day other than tha "
"897","  i believe this old boy is from the british museum trying to find him now"
"898","  video  the london natural history museums iconic animatronic trex is gearing up for christmas now inhabiting a winter wonderla"
"899","  the assyrian mastiff th century bc
the era of the neoassyrian empire

this dog was often used as a livestock gua"
"900","  memento mori ring made in flanders belgium or france c  the book opens to reveal an inscription and a fi"
"901","  memento mori ring made in flanders belgium or france c  the book opens to reveal an inscription and a fi"
"902","  yesterday while walking into the british museum

do you want to make a donation

no we have already donated half"
"903","  armenia the cradle of the civilization
the world according to herodotus v century bc  armenia has a central position am"
"904","armenia the cradle of the civilization
the world according to herodotus v century bc  armenia has a central pos "
"905","plus tiger travails bedlam in the nickel markets and stonehenge at the british museum"
"906","  british military parade in new york the mark i was the worlds first tank to enter combat  usarmy esteri "
"907","  fact george gibbs visited a museum to negotiate the rental of a small french world war i tank for the film but event"
"908","  yesterday while walking into the british museum

do you want to make a donation

no we have already donated half"
"909"," unfortunately not annoyingly it clashed with a prearranged trip to the british museum disappointed missing it are you going"
"910","  yesterday while walking into the british museum

do you want to make a donation

no we have already donated half"
"911","  greekattic blackfigure amphora  bc depicting hercules bringing the erymanthian boar to eurystheus

british"
"912","  yesterday while walking into the british museum

do you want to make a donation

no we have already donated half"
"913","  finger ring with feline head in relief flanked by two snakes culture mixtec date ca  ad place of origin"
"914","  yesterday while walking into the british museum

do you want to make a donation

no we have already donated half"
"915","  going to the british museum and singing mike wazowskis put that thing back where it came from or so help me"
"916","   dated ducat of king james v father of mary queen of scots its the st coin struck in the british isles to feature a"
"917","  yesterday while walking into the british museum

do you want to make a donation

no we have already donated half"
"918","  huge congratulations to the  care creatives youth group for winning the yorkshire category for outstan"
"919","  my son just now on his way out the door to work
hey dad 
yeah
why are the pyramids located in egypt
i don"
"920","  huge congratulations to the  care creatives youth group for winning the yorkshire category for outstan"
"921","  yesterday while walking into the british museum

do you want to make a donation

no we have already donated half"
"922","  yesterday while walking into the british museum

do you want to make a donation

no we have already donated half"
"923","  yesterday while walking into the british museum

do you want to make a donation

no we have already donated half"
"924","  yesterday while walking into the british museum

do you want to make a donation

no we have already donated half"
"925","   trophies those arent trophies those are just blood of all the people y "
"926","the quran and ivory casket were said to have been owned by bahadur shah zafar the last mughal emperor "
"927","  yesterday while walking into the british museum

do you want to make a donation

no we have already donated half"
"928","  yesterday while walking into the british museum

do you want to make a donation

no we have already donated half"
"929","  mö lere tarihlenen altın bileklik italyanın avola bölgesinden british museumda galeri  sergileniyor

the t"
"930","  yesterday while walking into the british museum

do you want to make a donation

no we have already donated half"
"931"," the sculpture gallery in the louvre museum paris france in the british regency era regencyera "
"932","  yesterday while walking into the british museum

do you want to make a donation

no we have already donated half"
"933","  yesterday while walking into the british museum

do you want to make a donation

no we have already donated half"
"934","  yesterday while walking into the british museum

do you want to make a donation

no we have already donated half"
"935","  yesterday while walking into the british museum

do you want to make a donation

no we have already donated half"
"936","yesterday while walking into the british museum

do you want to make a donation

no we have already donated h "
"937","  huge congratulations to the  care creatives youth group for winning the yorkshire category for outstan"
"938"," art on paper since the s in gallery  at the british museum definitely worth checking out and its free"
"939","  my son just now on his way out the door to work
hey dad 
yeah
why are the pyramids located in egypt
i don"
"940","  greekattic blackfigure amphora  bc depicting hercules bringing the erymanthian boar to eurystheus

british"
"941","  huge congratulations to the  care creatives youth group for winning the yorkshire category for outstan"
"942"," yes i know but a its a joke and b its currently historically accurate that unlike many artefacts w "
"943"," the sculpture gallery in the louvre museum paris france in the british regency era regencyera "
"944","  once upon a time the british museum produced gorgeous artefact postcard sets like this that came in an envelope folde"
"945","  huge congratulations to the  care creatives youth group for winning the yorkshire category for outstan"
"946","  huge congratulations to the  care creatives youth group for winning the yorkshire category for outstan"
"947","huge congratulations to the  care creatives youth group for winning the yorkshire category for outs "
"948","  my son just now on his way out the door to work
hey dad 
yeah
why are the pyramids located in egypt
i don"
"949","inspired by the triangles in the roof of the great court at the british museum the children worked in teams to des "
"950","  my son just now on his way out the door to work
hey dad 
yeah
why are the pyramids located in egypt
i don"
"951","sikh regiment of the british indian army in mesopotamia during world war i being led by guru granth sahib

image "
"952","egyptian archaeologists and egyptologists are calling for the return of rosetta stone which they say was illegally "
"953","  mystery adventure action when a consulting opportunity at the british museum goes horribly wrong rare book dealer tho"
"954","    correct thats why such precious items are kept in such places "
"955","year  at the british museum exploring artefacts to discover clues about life in ancient greece "
"956","   dated ducat of king james v father of mary queen of scots its the st coin struck in the british isles to feature a"
"957","  battle of greeks against centaurs marble frieze from the temple of apollo epikourios at bassae greece bc british museum"
"958","  nations everyone in england is distracted its the perfect time to get your stuff back from the british museum"
"959","completely irrelevant but i got hyper fixated on this painting after i saw gift items of it in the gift shop of the "
"960","  memento mori ring made in flanders belgium or france c  the book opens to reveal an inscription and a fi"
"961","  my son just now on his way out the door to work
hey dad 
yeah
why are the pyramids located in egypt
i don"
"962","  my son just now on his way out the door to work
hey dad 
yeah
why are the pyramids located in egypt
i don"
"963","  memento mori ring made in flanders belgium or france c  the book opens to reveal an inscription and a fi"
"964","  memento mori ring made in flanders belgium or france c  the book opens to reveal an inscription and a fi"
"965","  today is the international day for the elimination of violence against women so here are two images of gorgons for y"
"966","for remembranceday here is a red poppy made by british artist mary delany in  the museum will observe the twom"
"967","  the british museum is full of stolen artifacts
"
"968","about  of the art  looted by the british trooos was accessioned to thebritish museum while other works were gi "
"969","the egyptian book of the dead the papyrus of ani in the british museum wisehouse classics edition abzfnve "
"970","  the taliban led by the pashtuns destroyed the bamiyan buddha an ancient artefact belonging to the hazaras now the british"
"971","  the taliban led by the pashtuns destroyed the bamiyan buddha an ancient artefact belonging to the hazaras now the british"
"972","  memento mori ring made in flanders belgium or france c  the book opens to reveal an inscription and a fi"
"973","  my son just now on his way out the door to work
hey dad 
yeah
why are the pyramids located in egypt
i don"
"974","  my son just now on his way out the door to work
hey dad 
yeah
why are the pyramids located in egypt
i don"
"975","   dated ducat of king james v father of mary queen of scots its the st coin struck in the british isles to feature a"
"976","  indeed the rosetta stone helped unlocked the secrets of the egyptian hieroglyph the same text "
"977","  my son just now on his way out the door to work
hey dad 
yeah
why are the pyramids located in egypt
i don"
"978","  my son just now on his way out the door to work
hey dad 
yeah
why are the pyramids located in egypt
i don"
"979","  my son just now on his way out the door to work
hey dad 
yeah
why are the pyramids located in egypt
i don"
"980","  my son just now on his way out the door to work
hey dad 
yeah
why are the pyramids located in egypt
i don"
"981","  my son just now on his way out the door to work
hey dad 
yeah
why are the pyramids located in egypt
i don"
"982","  my son just now on his way out the door to work
hey dad 
yeah
why are the pyramids located in egypt
i don"
"983","  my son just now on his way out the door to work
hey dad 
yeah
why are the pyramids located in egypt
i don"
"984","  greekattic blackfigure amphora  bc depicting hercules bringing the erymanthian boar to eurystheus

british"
"985","  my son just now on his way out the door to work
hey dad 
yeah
why are the pyramids located in egypt
i don"
"986","  my son just now on his way out the door to work
hey dad 
yeah
why are the pyramids located in egypt
i don"
"987","  my son just now on his way out the door to work
hey dad 
yeah
why are the pyramids located in egypt
i don"
"988","  my son just now on his way out the door to work
hey dad 
yeah
why are the pyramids located in egypt
i don"
"989","  memento mori ring made in flanders belgium or france c  the book opens to reveal an inscription and a fi"
"990","  my son just now on his way out the door to work
hey dad 
yeah
why are the pyramids located in egypt
i don"
"991","  my son just now on his way out the door to work
hey dad 
yeah
why are the pyramids located in egypt
i don"
"992","  my son just now on his way out the door to work
hey dad 
yeah
why are the pyramids located in egypt
i don"
"993","  my son just now on his way out the door to work
hey dad 
yeah
why are the pyramids located in egypt
i don"
"994","  my son just now on his way out the door to work
hey dad 
yeah
why are the pyramids located in egypt
i don"
"995","  my son just now on his way out the door to work
hey dad 
yeah
why are the pyramids located in egypt
i don"
"996","  my son just now on his way out the door to work
hey dad 
yeah
why are the pyramids located in egypt
i don"
"997","  my son just now on his way out the door to work
hey dad 
yeah
why are the pyramids located in egypt
i don"
"998","  my son just now on his way out the door to work
hey dad 
yeah
why are the pyramids located in egypt
i don"
"999","  my son just now on his way out the door to work
hey dad 
yeah
why are the pyramids located in egypt
i don"
"1000","the only reason the sphinx is still in egypt is thats its too heavy to transport to the british museum"
